8,	0/RP0/CPU0,	node_name
8,	26,	total_cpu_fifteen_minute
8,	26,	total_cpu_five_minute
8,	28,	total_cpu_one_minute
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
9,	9.024,	relativeTimeInSec
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
9,	leaf7,	Producer
9,	0/RP0/CPU0,	node_name
9,	23,	total_cpu_fifteen_minute
9,	24,	total_cpu_five_minute
9,	24,	total_cpu_one_minute
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
9,	9.231,	relativeTimeInSec
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
9,	leaf5,	Producer
9,	0/RP0/CPU0,	node_name
9,	24,	total_cpu_fifteen_minute
9,	24,	total_cpu_five_minute
9,	25,	total_cpu_one_minute
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
9,	9.234,	relativeTimeInSec
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
9,	spine2,	Producer
9,	0/RP0/CPU0,	node_name
9,	25,	total_cpu_fifteen_minute
9,	24,	total_cpu_five_minute
9,	26,	total_cpu_one_minute
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
9,	9.56,	relativeTimeInSec
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
9,	spine1,	Producer
9,	0/RP0/CPU0,	node_name
9,	25,	total_cpu_fifteen_minute
9,	25,	total_cpu_five_minute
9,	26,	total_cpu_one_minute
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
9,	9.683,	relativeTimeInSec
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
9,	leaf4,	Producer
9,	0/RP0/CPU0,	node_name
9,	24,	total_cpu_fifteen_minute
9,	24,	total_cpu_five_minute
9,	25,	total_cpu_one_minute
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
9,	9.683,	relativeTimeInSec
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
9,	leaf8,	Producer
9,	0/RP0/CPU0,	node_name
9,	24,	total_cpu_fifteen_minute
9,	24,	total_cpu_five_minute
9,	24,	total_cpu_one_minute
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
9,	9.776,	relativeTimeInSec
9,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
9,	leaf3,	Producer
9,	0/RP0/CPU0,	node_name
9,	24,	total_cpu_fifteen_minute
9,	24,	total_cpu_five_minute
9,	25,	total_cpu_one_minute
10,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
10,	10.682,	relativeTimeInSec
10,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
10,	spine3,	Producer
10,	0/RP0/CPU0,	node_name
10,	24,	total_cpu_fifteen_minute
10,	24,	total_cpu_five_minute
10,	24,	total_cpu_one_minute
11,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
11,	11.062,	relativeTimeInSec
11,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
11,	leaf6,	Producer
11,	0/RP0/CPU0,	node_name
11,	24,	total_cpu_fifteen_minute
11,	24,	total_cpu_five_minute
11,	26,	total_cpu_one_minute
11,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
11,	11.201,	relativeTimeInSec
11,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
11,	leaf2,	Producer
11,	0/RP0/CPU0,	node_name
11,	24,	total_cpu_fifteen_minute
11,	24,	total_cpu_five_minute
11,	24,	total_cpu_one_minute
11,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
11,	11.272,	relativeTimeInSec
11,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
11,	dr03,	Producer
11,	0/RP1/CPU0,	node_name
11,	1,	total_cpu_fifteen_minute
11,	1,	total_cpu_five_minute
11,	1,	total_cpu_one_minute
11,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
11,	11.274,	relativeTimeInSec
11,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
11,	dr03,	Producer
11,	0/RP0/CPU0,	node_name
11,	7,	total_cpu_fifteen_minute
11,	7,	total_cpu_five_minute
11,	8,	total_cpu_one_minute
11,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
11,	11.28,	relativeTimeInSec
11,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
11,	dr03,	Producer
11,	0/0/CPU0,	node_name
11,	3,	total_cpu_fifteen_minute
11,	3,	total_cpu_five_minute
11,	3,	total_cpu_one_minute
11,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
11,	11.284,	relativeTimeInSec
11,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
11,	dr03,	Producer
11,	0/1/CPU0,	node_name
11,	3,	total_cpu_fifteen_minute
11,	3,	total_cpu_five_minute
11,	3,	total_cpu_one_minute
12,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
12,	12.706,	relativeTimeInSec
12,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
12,	spine4,	Producer
12,	0/RP0/CPU0,	node_name
12,	24,	total_cpu_fifteen_minute
12,	24,	total_cpu_five_minute
12,	26,	total_cpu_one_minute
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
13,	13.364,	relativeTimeInSec
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
13,	leaf1,	Producer
13,	0/RP0/CPU0,	node_name
13,	26,	total_cpu_fifteen_minute
13,	26,	total_cpu_five_minute
13,	28,	total_cpu_one_minute
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
13,	13.418,	relativeTimeInSec
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
13,	leaf7,	Producer
13,	0/RP0/CPU0,	node_name
13,	23,	total_cpu_fifteen_minute
13,	24,	total_cpu_five_minute
13,	24,	total_cpu_one_minute
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
13,	13.718,	relativeTimeInSec
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
13,	leaf5,	Producer
13,	0/RP0/CPU0,	node_name
13,	24,	total_cpu_fifteen_minute
13,	24,	total_cpu_five_minute
13,	25,	total_cpu_one_minute
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
13,	13.726,	relativeTimeInSec
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
13,	dr02,	Producer
13,	0/RP1/CPU0,	node_name
13,	1,	total_cpu_fifteen_minute
13,	1,	total_cpu_five_minute
13,	1,	total_cpu_one_minute
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	name
13,	13.728,	relativeTimeInSec
13,	Cisco-IOS-XR-wdsysmon-fd-oper:system-monitoring/cpu-utilization,	EncodingPath
13,	dr02,	Producer
13,	0/RP0/CPU0,	node_name
13,	7,	total_cpu_fifteen_minute
13,	7,	total_cpu_five_minute
